/TTime               ,Tmax_coil1          ,Tmax_coil2          ,Tmax_coil3          ,Tmax_coil4          ,coil1_I             ,coil3_I             ,R1_I                ,R2_I                ,coil1_V             ,coil2_V             ,coil3_V             ,coil4_V             ,R_coil1             ,R_coil2             ,R_coil3             ,R_coil4             ,QV_coil1            ,QV_coil2            ,QV_coil3            ,QV_coil4            
2.01                ,50.2409229648       ,69.1621703112       ,70.3930280561       ,51.1744499797       ,5.62238598226       ,5.4571483457        ,5.62238598226       ,5.4571483457        ,12.9074600274       ,-35.8062716542      ,-37.5520867279      ,14.9192412588       ,4.32778994557       ,54.3238062154       ,53.4420421542       ,4.68776973235       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.02                ,50.246476631        ,69.1468594168       ,70.3657187004       ,51.1694956324       ,5.43193420468       ,5.27460509182       ,5.43193420468       ,5.27460509182       ,12.401631836        ,-34.9860118102      ,-36.6822555963      ,14.3508017913       ,4.32720772892       ,54.3343835403       ,53.4515359593       ,4.6872139119        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.03                ,50.2515557725       ,69.1311784357       ,70.3382645527       ,51.1641589477       ,5.2479084887        ,5.09809043101       ,5.2479084887        ,5.09809043101       ,11.9143547374       ,-34.1948993805      ,-35.8425429905      ,13.8025459976       ,4.32654982944       ,54.3438850011       ,53.460046514        ,4.68657976671       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.04                ,50.2561859571       ,69.11516259         ,70.3106908899       ,51.1584641443       ,5.07008634355       ,4.92740332656       ,5.07008634355       ,4.92740332656       ,11.4449879782       ,-33.4320314657      ,-35.0319328071      ,13.2737897747       ,4.32582209111       ,54.3523820906       ,53.4676372128       ,4.68587276398       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.05                ,50.2603907037       ,69.0988447561       ,70.2830206925       ,51.1524340554       ,4.89825290632       ,4.76234722051       ,4.89825290632       ,4.76234722051       ,10.9926446323       ,-32.6960564907      ,-34.2493693448      ,12.7638086681       ,4.32502900203       ,54.3599428707       ,53.4743680899       ,4.68509858188       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.06                ,50.2641917806       ,69.0822554412       ,70.2552750218       ,51.1514153027       ,4.73220106801       ,4.60273339177       ,4.73220106801       ,4.60273339177       ,10.5568443175       ,-31.98617119        ,-33.4939035185      ,12.2719624939       ,4.32417436959       ,54.3666298157       ,53.4802976847       ,4.6842611393        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.07                ,50.2676095395       ,69.0654229104       ,70.2274731706       ,51.1507675742       ,4.57173113524       ,4.44837686812       ,4.57173113524       ,4.44837686812       ,10.1366966855       ,-31.3009545409      ,-32.7645008268      ,11.7975317828       ,4.32326399723       ,54.3724977459       ,53.4854759517       ,4.68336321811       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.08                ,50.2706630943       ,69.0483733727       ,70.1996326002       ,51.149746015        ,4.41665033171       ,4.29910285061       ,4.41665033171       ,4.29910285061       ,9.73204971085       ,-30.6401418101      ,-32.0604016894      ,11.3400325044       ,4.32230181995       ,54.377597888        ,53.4899492635       ,4.68241099536       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.09                ,50.2733705845       ,69.0311310868       ,70.1717698429       ,51.148370225        ,4.26677200756       ,4.15474181135       ,4.26677200756       ,4.15474181135       ,9.34230545556       ,-30.0029099682      ,-31.3807312951      ,10.8988735097       ,4.32129082743       ,54.3819830161       ,53.493765077        ,4.68140870729       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.1                 ,50.2757489267       ,69.013718485        ,70.143901269        ,51.1466587187       ,4.12191634973       ,4.01512652226       ,4.12191634973       ,4.01512652226       ,8.96657194285       ,-29.3878640539      ,-30.7245200911      ,10.473372431        ,4.32023360458       ,54.3857017246       ,53.4969665903       ,4.68035994714       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.11                ,50.2778140959       ,68.9961563114       ,70.1160394537       ,51.144628936        ,3.98190990647       ,3.88009933429       ,3.98190990647       ,3.88009933429       ,8.60471126242       ,-28.7947691127      ,-30.0910557508      ,10.0630665689       ,4.31913545504       ,54.3887972093       ,53.499590844        ,4.67926683776       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.12                ,50.2795811382       ,68.9784637513       ,70.0881958816       ,51.1422974071       ,3.84658515436       ,3.7495051888        ,3.84658515436       ,3.7495051888        ,8.2559815113        ,-28.2224787976      ,-29.4794802013      ,9.66736341571       ,4.31799914547       ,54.3913110486       ,53.5016755809       ,4.67813362654       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.13                ,50.2810641761       ,68.9606586435       ,70.0603810585       ,51.1396796487       ,3.7157808358        ,3.62319392777       ,3.7157808358        ,3.62319392777       ,7.91982218832       ,-27.6701061906      ,-28.8889799586      ,9.28570084673       ,4.31682774361       ,54.3932815624       ,53.5032569394       ,4.67696381158       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.14                ,50.2822763131       ,68.9427571991       ,70.0326045657       ,51.1367902423       ,3.58934115614       ,3.50102290992       ,3.58934115614       ,3.50102290992       ,7.59603202496       ,-27.1372775636      ,-28.3189359587      ,8.91768713746       ,4.3156230349        ,54.3947445662       ,53.5043657625       ,4.67576018689       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.15                ,50.2832302189       ,68.9247745065       ,70.0048749942       ,51.1336430225       ,3.46711561942       ,3.38285288945       ,3.46711561942       ,3.38285288945       ,7.28402741564       ,-26.6231851382      ,-27.7685841064      ,8.56279256693       ,4.3143882484        ,54.3957339204       ,53.5050359177       ,4.67452407384       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.16                ,50.2839377282       ,68.9067243458       ,69.9772001781       ,51.1302508972       ,3.34895927532       ,3.26854829177       ,3.34895927532       ,3.26854829177       ,6.98325168568       ,-26.1269627218      ,-27.2371390426      ,8.22046339354       ,4.31312682869       ,54.3962788731       ,53.5052938961       ,4.6732591162        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.17                ,50.2844098087       ,68.8886195329       ,69.9495871442       ,51.1266260675       ,3.23473127085       ,3.15798616517       ,3.23473127085       ,3.15798616517       ,6.69421171096       ,-25.649100996       ,-26.7244267232      ,7.89069495084       ,4.31184049593       ,54.3964100287       ,53.5051671082       ,4.67196730668       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.18                ,50.2846568083       ,68.8704718849       ,69.9220422118       ,51.1227795447       ,3.12429673793       ,3.05103331515       ,3.12429673793       ,3.05103331515       ,6.41493601143       ,-25.1871501804      ,-26.2289974811      ,7.57232157489       ,4.31053079063       ,54.3961554024       ,53.5046814161       ,4.67065052957       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.19                ,50.2846885165       ,68.8522921855       ,69.8945709343       ,51.118722506        ,3.01752624729       ,2.94756800183       ,3.01752624729       ,2.94756800183       ,6.14566618087       ,-24.7411815634      ,-25.7505296857      ,7.26519475654       ,4.30919991658       ,54.3955407963       ,53.503859435        ,4.66931063645       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.2                 ,50.2845142826       ,68.8340902881       ,69.8671782378       ,51.11446492         ,2.91429262641       ,2.84748431209       ,2.91429262641       ,2.84748431209       ,5.88748081079       ,-24.312221469       ,-25.2892378356      ,6.96964872278       ,4.30784952741       ,54.3945894313       ,53.5027232488       ,4.66794985331       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.21                ,50.2841427972       ,68.8158751484       ,69.8398684774       ,51.1100162795       ,2.81447556312       ,2.75065467268       ,2.81447556312       ,2.75065467268       ,5.63715165752       ,-23.8965968729      ,-24.8429793191      ,6.68387388946       ,4.30648071559       ,54.3933252722       ,53.5012954451       ,4.66656823939       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.22                ,50.286013951        ,68.7976549874       ,69.8126455052       ,51.105385525        ,2.71795837046       ,2.65697621756       ,2.71795837046       ,2.65697621756       ,5.39649363758       ,-23.4961176905      ,-24.4123383426      ,6.40852773163       ,4.30509560845       ,54.3917673007       ,53.4995946902       ,4.66516978832       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.23                ,50.2886631082       ,68.7794372735       ,69.7855127105       ,51.100580957        ,2.62462897836       ,2.56633120366       ,2.62462897836       ,2.56633120366       ,5.16282789602       ,-23.1081484285      ,-23.9952145716      ,6.14180243782       ,4.30369640264       ,54.3899368085       ,53.4976393881       ,4.6637559416        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.24                ,50.2910958748       ,68.7612288079       ,69.758472973        ,51.095610737        ,2.53437682777       ,2.47864416679       ,2.53437682777       ,2.47864416679       ,4.9410114851        ,-22.7367350678      ,-23.5948002665      ,5.88680827922       ,4.30228320486       ,54.3878510878       ,53.4954461289       ,4.66232776435       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.25                ,50.2933198279       ,68.7430356144       ,69.7315288341       ,51.0904822559       ,2.44709586677       ,2.39380343207       ,2.44709586677       ,2.39380343207       ,4.72586056892       ,-22.3768091671      ,-23.2070472982      ,5.63989734165       ,4.30085886916       ,54.3855286115       ,53.4930298773       ,4.66088736403       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.26                ,50.2953423375       ,68.7248633338       ,69.704682461        ,51.0852025462       ,2.36268524524       ,2.31171713104       ,2.36268524524       ,2.31171713104       ,4.51912662021       ,-22.0300189905      ,-22.8331121901      ,5.40228578374       ,4.29942369254       ,54.3829834349       ,53.4904067491       ,4.65943708793       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.27                ,50.2971702328       ,68.7067171888       ,69.677935668        ,51.0797783332       ,2.28104702399       ,2.23228868049       ,2.28104702399       ,2.23228868049       ,4.31917740432       ,-21.6945345854      ,-22.4713266375      ,5.17251305987       ,4.29797797115       ,54.3802318863       ,53.4875896074       ,4.65797666954       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.28                ,50.2988102616       ,68.6886017492       ,69.6512898889       ,51.0742159247       ,2.2020872661        ,2.15543222832       ,2.2020872661        ,2.15543222832       ,4.12697304141       ,-21.3711711081      ,-22.1223543117      ,4.95134624436       ,4.29652256257       ,54.3772878231       ,53.4845903476       ,4.65650685128       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.29                ,50.3002686877       ,68.6705210384       ,69.6247463493       ,51.0685212895       ,2.1257146421        ,2.08106041402       ,2.1257146421        ,2.08106041402       ,3.9414584781        ,-21.0587111056      ,-21.7850189562      ,4.73778090985       ,4.29505846253       ,54.3741638953       ,53.4814231777       ,4.65502911515       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.3                 ,50.3015514487       ,68.6524786527       ,69.5983060217       ,51.0626999621       ,2.05184158984       ,2.00908946176       ,2.05184158984       ,2.00908946176       ,3.76255195433       ,-20.7569205311      ,-21.4590745523      ,4.53170805883       ,4.29358727807       ,54.3708728449       ,53.478098945        ,4.6535440016        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.31                ,50.3026641961       ,68.6344778453       ,69.571969636        ,51.0567572182       ,1.9803832797        ,1.93944176271       ,1.9803832797        ,1.93944176271       ,3.59050427756       ,-20.4659258168      ,-21.1445790373      ,4.33329488555       ,4.29210961882       ,54.3674264865       ,53.4746284178       ,4.65205258349       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.32                ,50.3036125617       ,68.6165214105       ,69.5457378139       ,51.0506983738       ,1.91125766854       ,1.87203922502       ,1.91125766854       ,1.87203922502       ,3.42457292043       ,-20.1848360022      ,-20.8406718468      ,4.14183266021       ,4.29062653214       ,54.3638338789       ,53.4710212461       ,4.6505561228        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.33                ,50.3044013218       ,68.5986119107       ,69.5196107639       ,51.0445286909       ,1.84438590541       ,1.80680529682       ,1.84438590541       ,1.80680529682       ,3.26432149329       ,-19.913074507       ,-20.5467187925      ,3.95682762784       ,4.28913851752       ,54.3601063816       ,53.4672878351       ,4.64905536418       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.34                ,50.3050353447       ,68.5807515194       ,69.4935886269       ,51.0382522122       ,1.77969182428       ,1.74367143916       ,1.77969182428       ,1.74367143916       ,3.11047930477       ,-19.6512628022      ,-20.2633670619      ,3.77899788763       ,4.2876468465        ,54.3562533781       ,53.4634342287       ,4.64755040305       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.35                ,50.3055193499       ,68.5629421446       ,69.467671396        ,51.0318732562       ,1.71710176369       ,1.68256484837       ,1.71710176369       ,1.68256484837       ,2.96170294425       ,-19.3978983423      ,-19.9890375342      ,3.60694060985       ,4.28615256124       ,54.352282721        ,53.4594681488       ,4.64604216394       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.36                ,50.3058580406       ,68.545185455        ,69.4418588647       ,51.025395957        ,1.65654480062       ,1.623421211         ,1.65654480062       ,1.623421211         ,2.81880022142       ,-19.1537138559      ,-19.7245108336      ,3.44149686549       ,4.28465618586       ,54.3482036134       ,53.4553965412       ,4.64453201188       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.37                ,50.3060549437       ,68.5274828652       ,69.4161508467       ,51.0188240082       ,1.59795238621       ,1.56617288286       ,1.59795238621       ,1.56617288286       ,2.68065329374       ,-18.9174322599      ,-19.4684326718      ,3.28147141151       ,4.28315787387       ,54.3440229018       ,53.4512287604       ,4.6430200417        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.38                ,50.3061139537       ,68.5098355514       ,69.3905469991       ,51.0121609081       ,1.54125846955       ,1.51075979211       ,1.54125846955       ,1.51075979211       ,2.54797986018       ,-18.6896992874      ,-19.2214835692      ,3.12760659768       ,4.28165841298       ,54.3397477376       ,53.4469721935       ,4.64150587165       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.39                ,50.3060389255       ,68.4922443923       ,69.3650468672       ,51.0054100624       ,1.48639911684       ,1.45711872514       ,1.48639911684       ,1.45711872514       ,2.41963153343       ,-18.4692128154      ,-18.9823036547      ,2.9786939378        ,4.28015722362       ,54.3353842395       ,53.4426330498       ,4.63999154617       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.4                 ,50.3058335992       ,68.4747101171       ,69.3396498558       ,50.9985747287       ,1.43331288162       ,1.40519274301       ,1.43331288162       ,1.40519274301       ,2.29621901908       ,-18.25650306        ,-18.7514738466      ,2.83537859338       ,4.2786559307        ,54.3309380705       ,53.4382165196       ,4.6384770231        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.41                ,50.3055019024       ,68.4572333175       ,69.3143552681       ,50.991657965        ,1.38194019459       ,1.35492626687       ,1.38194019459       ,1.35492626687       ,2.1775224613        ,-18.0512751111      ,-18.5286303812      ,2.6973910642        ,4.27715442088       ,54.3264172176       ,53.4337288712       ,4.63696270112       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.42                ,50.305047286        ,68.4398144395       ,69.2891623051       ,50.9846626503       ,1.33222352403       ,1.3062634171        ,1.33222352403       ,1.3062634171        ,2.06291050183       ,-17.8527707322      ,-18.3129764288      ,2.56405551176       ,4.27565363902       ,54.321827625        ,53.4291752838       ,4.63544888089       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.43                ,50.3044727866       ,68.4224537839       ,69.2640701788       ,50.9775917093       ,1.28410759781       ,1.25915041035       ,1.28410759781       ,1.25915041035       ,1.95223522436       ,-17.660714368       ,-18.1042698771      ,2.43522173722       ,4.27415406223       ,54.3171733409       ,53.424560703        ,4.63393696467       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.44                ,50.3037814281       ,68.4051515121       ,69.2390780344       ,50.9704478598       ,1.23753904802       ,1.21353836054       ,1.23753904802       ,1.21353836054       ,1.84603196644       ,-17.475613987       ,-17.9030274027      ,2.31145935082       ,4.27265606876       ,54.3124581407       ,53.419888297        ,4.63242709452       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.45                ,50.3029761234       ,68.3879076703       ,69.2141849599       ,50.9632335413       ,1.19246601489       ,1.16937603912       ,1.19246601489       ,1.16937603912       ,1.7432218084        ,-17.2962429525      ,-17.7079404038      ,2.19159102866       ,4.27116070691       ,54.3076879028       ,53.4151617401       ,4.6309191472        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.46                ,50.3020597048       ,68.3707219928       ,69.1893900103       ,50.9559511912       ,1.14883895075       ,1.12661781573       ,1.14883895075       ,1.12661781573       ,1.64466950468       ,-17.1234174036      ,-17.5198833954      ,2.07653329826       ,4.26966809595       ,54.3028667839       ,53.4103859225       ,4.6294124892        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.47                ,50.3010348416       ,68.3535942987       ,69.1646922042       ,50.9486041917       ,1.10660939945       ,1.08521658724       ,1.10660939945       ,1.08521658724       ,1.54936711216       ,-16.9560323605      ,-17.3376663919      ,1.96521231721       ,4.26817725461       ,54.2979959467       ,53.4055639483       ,4.62790714556       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.48                ,50.2999039937       ,68.3365243487       ,69.1400905487       ,50.941193916        ,1.0657311588        ,1.04512838785       ,1.0657311588        ,1.04512838785       ,1.45774663876       ,-16.7944390889      ,-17.1616786169      ,1.85807848479       ,4.26668803028       ,54.2930813526       ,53.4006990615       ,4.62640411125       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.49                ,50.2986696687       ,68.3195118038       ,69.1155841508       ,50.9337221296       ,1.0261591375        ,1.00630845192       ,1.0261591375        ,1.00630845192       ,1.36888265123       ,-16.6376125979      ,-16.9908097243      ,1.75413094595       ,4.2652002345        ,54.288126548        ,53.3957974319       ,4.62490356104       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.5                 ,50.297334524        ,68.3025562455       ,69.0911719723       ,50.9261905155       ,0.987850254572      ,0.968716775671      ,0.987850254572      ,0.968716775671      ,1.28356776999       ,-16.4862797563      ,-16.8259004272      ,1.65424580086       ,4.26371460464       ,54.2831354286       ,53.3908604157       ,4.62340557109       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.51                ,50.295900802        ,68.2856571895       ,69.0668529945       ,50.9186008574       ,0.950762872777      ,0.9323144523        ,0.950762872777      ,0.9323144523        ,1.20183092593       ,-16.3403935285      ,-16.6668774534      ,1.55841532547       ,4.26223175244       ,54.2781095279       ,53.3858908258       ,4.62191086025       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.52                ,50.2943710919       ,68.2688140727       ,69.0426261887       ,50.9109552787       ,0.914856302238      ,0.897061630195      ,0.914856302238      ,0.897061630195      ,1.12272523769       ,-16.1989371095      ,-16.5126052055      ,1.46561390829       ,4.26075164479       ,54.2730513417       ,53.3808918554       ,4.62041922453       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.53                ,50.2927480561       ,68.25202627         ,69.0184904701       ,50.9032547843       ,0.880091456075      ,0.862919906351      ,0.880091456075      ,0.862919906351      ,1.0461537641        ,-16.0617519288      ,-16.3629010295      ,1.3757298556        ,4.25927452336       ,54.2679627002       ,53.3758666947       ,4.61893120884       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.54                ,50.2910333547       ,68.2352932118       ,68.9944446232       ,50.895500441        ,0.846430951502      ,0.829854307952      ,0.846430951502      ,0.829854307952      ,0.972711215641      ,-15.9293520421      ,-16.2184078485      ,1.28944136098       ,4.25780090943       ,54.2628463567       ,53.3708170142       ,4.61744735355       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.55                ,50.2892291019       ,68.2186140548       ,68.9704876835       ,50.8876944269       ,0.813838502524      ,0.797830213961      ,0.813838502524      ,0.797830213961      ,0.9021036195        ,-15.8013524716      ,-16.0786843683      ,1.206389357         ,4.25633149739       ,54.2577049758       ,53.3657443441       ,4.61596646617       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.56                ,50.2873370955       ,68.2019879882       ,68.9466184488       ,50.8798384089       ,0.782278443043      ,0.766812004627      ,0.782278443043      ,0.766812004627      ,0.833272056444      ,-15.6766845853      ,-15.9424457999      ,1.12539946183       ,4.25486462393       ,54.2525412515       ,53.3606512364       ,4.61448946837       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.57                ,50.2853591352       ,68.1854140792       ,68.9228359026       ,50.8719339551       ,0.75171815494       ,0.736770677905      ,0.75171815494       ,0.736770677905      ,0.768594223494      ,-15.5575482377      ,-15.812419097       ,1.04914915282       ,4.25340183156       ,54.2473580296       ,53.3555393495       ,4.6130170193        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.58                ,50.2832970853       ,68.168891514        ,68.8991390389       ,50.8639833842       ,0.722123400666      ,0.707670841282      ,0.722123400666      ,0.707670841282      ,0.70452749838       ,-15.4404443644      ,-15.6843753103      ,0.973630221243      ,4.25194224238       ,54.2421575867       ,53.3504109534       ,4.61155000369       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.59                ,50.2811524058       ,68.1524194846       ,68.8755268505       ,50.8559893901       ,0.693463550575      ,0.679484224089      ,0.693463550575      ,0.679484224089      ,0.64379112396       ,-15.327959899       ,-15.5614694454      ,0.901937460584      ,4.25048615106       ,54.236941355        ,53.3452676647       ,4.61008797965       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.6                 ,50.2789267063       ,68.1359971177       ,68.8519983304       ,50.8479514789       ,0.665707632828      ,0.652180276705      ,0.665707632828      ,0.652180276705      ,0.584775237626      ,-15.2184769104      ,-15.441736414       ,0.832235194646      ,4.24903442316       ,54.2317110409       ,53.3401111027       ,4.6086301744        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.61                ,50.2766216331       ,68.1196236431       ,68.8285526417       ,50.8398699019       ,0.638826287732      ,0.625731103406      ,0.638826287732      ,0.625731103406      ,0.528067990979      ,-15.1124854791      ,-15.3258186484      ,0.76519632855       ,4.24758730019       ,54.2264679295       ,53.3349419075       ,4.6071763233        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.62                ,50.2742390841       ,68.1032981896       ,68.8051897853       ,50.8317460396       ,0.612791169238      ,0.600109470269      ,0.612791169238      ,0.600109470269      ,0.473563730981      ,-15.0098182307      ,-15.2135203832      ,0.700699151841      ,4.2461440499        ,54.2212130343       ,53.3297627395       ,4.60572661779       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.63                ,50.2717806184       ,68.0870197627       ,68.7819087982       ,50.823581148        ,0.587574950649      ,0.575288825238      ,0.587574950649      ,0.575288825238      ,0.42120941843       ,-14.9103261446      ,-15.1047058532      ,0.638669816999      ,4.24470441319       ,54.2159474033       ,53.3245740342       ,4.60428149999       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.64                ,50.2692476246       ,68.0707874063       ,68.7587083925       ,50.8153761648       ,0.563150700986      ,0.551243092226      ,0.563150700986      ,0.551243092226      ,0.370404734559      ,-14.8134001322      ,-14.998634545       ,0.578446232038      ,4.24326858607       ,54.2106716433       ,53.3193768315       ,4.60284114137       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.65                ,50.2666414547       ,68.0546001632       ,68.7355873581       ,50.8071316118       ,0.539446592257      ,0.527983166927      ,0.539446592257      ,0.527983166927      ,0.295433605443      ,-14.6950091553      ,-14.8711304945      ,0.494936642997      ,4.24183717856       ,54.2053878723       ,53.3141737624       ,4.60140504219       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.66                ,50.2639634404       ,68.0384570568       ,68.7125446374       ,50.7988488832       ,0.516575174374      ,0.505380211882      ,0.516575174374      ,0.505380211882      ,0.300637733954      ,-14.6551636326      ,-14.8200165358      ,0.489771758455      ,4.24041072659       ,54.2000986848       ,53.3089664682       ,4.59997267073       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.67                ,50.2612149178       ,68.0223572482       ,68.6895791958       ,50.7905291802       ,0.494338622176      ,0.483552325862      ,0.494338622176      ,0.483552325862      ,0.208095331397      ,-14.5200098063      ,-14.6794533161      ,0.390612863677      ,4.23898895797       ,54.1948053561       ,53.303754092        ,4.59854421981       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.68                ,50.2583971946       ,68.0062998391       ,68.666690129        ,50.7821736556       ,0.472833459709      ,0.462365477886      ,0.472833459709      ,0.462365477886      ,0.185267864954      ,-14.4551724409      ,-14.6034296345      ,0.358346430368      ,4.23757103696       ,54.1895080832       ,53.2985379768       ,4.59711910579       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.69                ,50.2555115504       ,67.9902838915       ,68.6438764661       ,50.7737832188       ,0.452005512871      ,0.441839727424      ,0.452005512871      ,0.441839727424      ,0.146021338466      ,-14.3738513537      ,-14.514328912       ,0.311242513854      ,4.23615759356       ,54.1842086494       ,53.2933200703       ,4.5956990663        ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.7                 ,50.25255929         ,67.9743084531       ,68.6211372796       ,50.7653586236       ,0.431829262477      ,0.421951896813      ,0.431829262477      ,0.421951896813      ,0.10599871632       ,-14.2922378261      ,-14.4251030307      ,0.263550944763      ,4.23474847308       ,54.1789068434       ,53.2880983688       ,4.59428285996       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.71                ,50.2495415621       ,67.9583724546       ,68.5984716394       ,50.7569007352       ,0.412282910111      ,0.402683252361      ,0.412282910111      ,0.402683252361      ,0.0668729974417     ,-14.2122106491      ,-14.33751264        ,0.217001533814      ,4.23334383647       ,54.1736045559       ,53.2828767424       ,4.59287186178       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.72                ,50.2464590596       ,67.9424749417       ,68.5758786751       ,50.7484103992       ,0.393345774148      ,0.384017867305      ,0.393345774148      ,0.384017867305      ,0.0284291681841     ,-14.1340244321      ,-14.2514782513      ,0.171425582444      ,4.23194443469       ,54.1683015765       ,53.2776547259       ,4.59146613968       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.73                ,50.2433128211       ,67.9266150334       ,68.5533575538       ,50.7398884237       ,0.375000378641      ,0.365928771639      ,0.375000378641      ,0.365928771639      ,-0.00705562485364   ,-14.0584283323      ,-14.1683080169      ,0.12871370913       ,4.23054932553       ,54.1629986341       ,53.272433047        ,4.59006522559       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
2.74                ,50.2401036501       ,67.9107918638       ,68.5309074648       ,50.7313360804       ,0.357227166569      ,0.348398416736      ,0.357227166569      ,0.348398416736      ,-0.0411700189104    ,-13.9840890348      ,-14.0870379737      ,0.0877092883241     ,4.22915821541       ,54.1576953825       ,53.2672119656       ,4.58866841685       ,299.664162424       ,1511.74935876       ,1511.74367926       ,299.666965077       
